date,boleto,credit_card,debit_card,voucher
7/18/2018,8016.71,40903.52,1292.39,1179.81
7/19/2018,12365.4,30491.54,1456.44,597.87
7/20/2018,5742.52,30792.93,1053.65,541.91
7/21/2018,2874.75,21075.56,987.83,570.83
7/22/2018,3203.4,28526.22,1119.48,113.16
7/23/2018,8726.3,37378.13,1252.95,746.95
7/24/2018,7889.48,35900.79,2140.59,2223.17
7/25/2018,13885.9,31853.35,1375.72,802.74
7/26/2018,8746.7,30770.24,1073.92,1193.88
7/27/2018,5053.72,26252.82,1671.66,352.92
7/28/2018,4075.75,24607.68,1223.58,261.16
7/29/2018,5530.98,23930.98,6415.62,590.68
7/30/2018,9906.47,34299.85,1259.98,821.71
7/31/2018,11313.25,41655.02,900.82,783.01
8/1/2018,8858.87,36500.48,2252.06,1239.4
8/2/2018,5174.7,38205.74,1486.36,1065.9
8/3/2018,10502.99,36544.1,1147.44,1323.06
8/4/2018,5459.42,32220.85,2811.5,748.2
8/5/2018,6203.79,33561.69,1968.77,537.82
8/6/2018,10065.98,53533.63,846.18,1414.64
8/7/2018,10367.96,44179.39,2891.59,4618.83
8/8/2018,5693.09,42547.28,2904.6,318.79
8/9/2018,8063.34,32966.53,4657.85,1573.96
8/10/2018,6859.33,30489.27,1334.03,2007.63
8/11/2018,3278.21,26478.34,858.34,662.36
8/12/2018,2629.28,30750.41,2610.11,749.95
8/13/2018,6775.74,36332.53,2268,2787.49
8/14/2018,6512.09,41369.97,3060.69,631.92
8/15/2018,8026.47,42713.22,1209.64,1373.37
8/16/2018,7288.72,31947.15,1859.03,1486.18
8/17/2018,4904.54,28261.03,2753.22,4953.98
8/18/2018,2359.14,24530.79,1247.98,1557.16
8/19/2018,2517,26319.2,743.45,409.7
8/20/2018,5299.33,31870.13,2272.22,910.79
8/21/2018,4511.04,25144.79,1256.94,567.13
8/22/2018,4792.92,18816.4,620.07,172.45
8/23/2018,3369.7,15405.07,747.81,215.14
8/24/2018,1387.48,9237.42,261.7,564.16
8/25/2018,927.9,9468.44,1221.73,119.69
8/26/2018,449.31,8249.56,426.4,178.73
8/27/2018,1200,4583.65,268.73,177.57
8/28/2018,327.56,3720.42,14.89,1153.85
8/29/2018,0,1701.41,0,680.42
8/30/2018,0,0,0,705.04
8/31/2018,0,0,0,63.89
9/3/2018,0,0,0,458.64
9/6/2018,0,0,0,2443.2
9/10/2018,0,0,0,51.17
9/11/2018,0,0,0,258.67
9/12/2018,0,0,0,84.58
9/13/2018,0,0,0,414.04
9/17/2018,0,0,0,84.58
9/20/2018,0,0,0,191.46
9/25/2018,0,0,0,221.54
9/26/2018,0,0,0,94.63
9/29/2018,0,0,0,137.03
10/1/2018,0,0,0,80.38
10/3/2018,0,0,0,197.55
10/16/2018,0,0,0,222.03
10/17/2018,0,0,0,89.71
